product_name,categories_tags,countries_en,ingredients_text,additives_tags
"Deluxe churned, strawberry swirl light ice cream","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk, sugar, corn syrup, cream, skim milk, buttermilk, high fructose corn syrup, whey protein concentrate, propylene glycol monoesters, guar gum, mono - and diglycerides, cellulose gel, locust bean gum cellulose gum, carrageenan, natural and artificial flavor, annatto (for color), vitamin a palmitate, strawberry swirl: corn syrup, high fructose corn syrup, water, modified corn starch, cellulose gum, red 40, natural and artificial flavor.","en:e129,en:e160b,en:e407,en:e412,en:e466,en:e471"
"Belgian chocolate irish cream ice cream, belgian chocolate irish cream","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream - milk, cream, sugar, corn syrup, tapioca syrup, cocoa (processed with alkali), coffee, belgian chocolate (sugar, unsweetened chocolate processed with alkali, cocoa powder processed with alkali, natural vanilla flavor), cocoa, natural flavor, whey protein concentrate, salt, citric acid, phosphoric acid, propylene glycol monoesters, guar gum, cellulose gel, mono - and diglycerides, locust bean gum, cellulose gum, carrageenan, cookie variegate - sugar, graham crumb (wheat flour, graham flour, sugar, palm oil, molasses, honey, salt, sodium bicarbonate), peanut oil, cocoa (processed with alkali), coconut oil sweet whey, salt, soy lecithin, soybean oil, natural flavor.","en:e322,en:e322i,en:e330,en:e338,en:e407,en:e410,en:e412,en:e466,en:e471,en:e500,en:e500ii"
Deluxe Ice Cream - Brookie,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs",United States,"ICE CREAM: MILK, CREAM, SUGAR, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, COCOA PROCESSED WITH ALKALI, WHEY, BUTTERMILK, SKIM MILK, SALT, GUAR GUM, CELLULOSE GEL CELLULOSE GUM, MONO-AND DIGLYCERIDES, LOCUST BEAN GUM, 2/3 cup (879) POLYSORBATE 80, CARRAGEENAN. COOKIE DOUGH PIECES: MO 630 UNENRICHED WHEAT FLOUR, BUTTER (CREAM, SALT), SUGAR, BROWN SUGAR, INVERT SUGAR, POWDERED SUGAR (SUGAR, CORN STARCH), SALT, BAKING SODA, NATURAL FLAVOR. CHOCOLATE COOKIE FUDGE VARIEGATE: SUGAR, CORN STARCH, SOYBEAN OIL, COCOA, UNENRICHED WHEAT FLOUR, CHOCOLATE LIQUOR, CARAMEL COLOR, SOY LECITHIN, SALT, CORN SYRUP, BAKING SODA. CONTAINS: MILK, WHEAT, SOY.","en:e150c,en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii"
Mermaid sparkle ice cream,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"ony cts oream, sugar, high fructose corn syrup, natural flavor whey, buttermilk, skim milk p (879) corn syrup, cellulose gel, guar gum, cellulose gum mono-and diglycerides locust bean gum, blue 1. polysorbate 80, carrageenan colored freckles-sugar coconut oil, buttermilk powder, natural ravor, soy 27% lecithin, titanium dicxide, for color (blue 1 lake, yellow 6 lake, yellow 5 lake). blue 10% glitter variegate - corn 4% syrup, sugar, water, modified corn starch, natural flavor, salt, mica (color), potassium 0% sorbate, sodium benzoate, blue 1, titanium dioxide. contains: milk, soy. 06 value* 6 96 sugars 33% calcium 90mg 6h","en:e102,en:e110,en:e133,en:e171,en:e211,en:e322,en:e322i,en:e410,en:e412,en:e433"
"Ooh La Llama Fruity Flavored Deluxe Ice Cream With A Punch Of Sweet Swirls & Candy Bits, Ooh La Llama Fruity","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice Cream - Milk, Cream, Sugar, High Fructose Corn Syrup, Natural Flavor, Whey, Buttermilk, Skim Milk, Corn Syrup, Cellulose Gel, Guar Gum, Cellulose Gum, Mono-And Diglycerides, Locust Bean Gum, Polysorbate 80, Invert Sugar, Red 40, Yellow 5, Carrageenan. Rainbow Freckles - Evaporated Cane Sugar, Coconut Oil, Sunflower Lecithin, Spirulina Extract, Vegetable Juice (Color), Natural Flavor, Tumeric, Beta Carotene. Fruit Variegate - Corn Syrup, Water, Sugar, Modified Corn Starch, Natural Flavor, Citric Acid, Fruit And Vegetable Juice Color (Radish, Apple, Blackcurrant, Citric Acid, Sugar), Salt, Annatto.","en:e102,en:e129,en:e160a,en:e160ai,en:e160b,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e412,en:e433,en:e466,en:e471"
"Fudge Swirl Flavored Ice Cream, Fudge Swirl","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice Cream: Milk, Cream, Corn Syrup, Sugar, High Fructose Corn Syrup, Whey, Buttermilk, Cellulose Gel, Natural And Artificial Flavor, Guar Gum, Cellulose Gum, Mono - And Diglycerides, Locust Bean Gum, Carrageenan, Annatto Extract (For Color). Fudge Swirl: High Fructose Corn Syrup, Water, Corn Syrup, Cocoa Powder Processed With Alkali, Modified Corn Starch, Buttermilk Powder, Cellulose Gum.","en:e407,en:e410,en:e412,en:e466,en:e471"
Hatch green chile ranch petite potatoes,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:cereals-and-potatoes,en:vegetables-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-vegetables,en:prepared-potatoes,en:frozen-plant-based-foods-mixes,en:roasted-potatoes,en:frozen-baked-potatoes",United States,"potatoes, buttermilk powder (sweet cream buttermilk powder, natural butter flavor, maltodextrin, whole milk powder, cultured buttermilk, citric acid, salt), spices, onion, salt, garlic, butter flavor (whey solids, enzyme modified butter, maltodextrin, salt, dehydrated butter, guar gum, annatto, turmeric), dried cane syrup (cane juice, cornstarch), lactic acid, spinach","en:e160b,en:e270,en:e330,en:e412"
"Petite potatoes with smoked gouda, onion & thyme",en:frozen-foods,United States,"Potatoes, gouda cheese flavor (maltodextrin, whey solids, natural flavor, salt), onion, garlic, spices, salt, dried cream extract (maltodextrin, natural cream flavor), dried cane syrup (dried cane juice, cornstarch), butter flavor (whey solids, enzyme modified butter, maltodextrin, salt, dehydrated butter, guar gum, annatto, turmeric), contains 2% or less of lactic acid, smoke flavor.","en:e160b,en:e270,en:e412"
Denali Mint Moose Tracks Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs",United States,"milk, cream, sugar, corn syrup, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono and diglycerides, cellulose gum, natural flavor, carrageenan, blue 1, fudge swirl, corn syrup, water, sugar, cocoa processed with alkali, whey, cocoa, palm oil, nonfat milk, soy lecithin, salt, peppermint, salt","en:e133,en:e322,en:e322i,en:e407,en:e412,en:e466,en:e471"
Denali Extreme Moose Tracks Ice Cream,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-tubs",United States,"ice cream (milk, cream, sugar, corn syrup, cocoa processed with alkali, whey protein concentrate, propylene glycol monoesters, guar gum, cellulose gel, mono-and diglycerides, cellulose gum, carrageenan), fudge swirl (powdered sugar (sugar, cornstarch, vegetable oil (peanut and/or cottonseed and/or palm oil), cocoa processed with alkali, whey, soy lecithin, salt, natural flavor), fudge cups (sugar, coconut oil, cocoa processed with alkali, vegetable fat (peanut), nonfat dry milk, whole milk powder, whey powder, salt, soy lecithin, natural vanilla extract).","en:e322,en:e322i,en:e407,en:e412,en:e466,en:e471"
Neapolitan sandwiches,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"Milk, skim milk, corn syrup, sugar, cream, maltodextrin, whey protein concentrate, buttermilk, high fructose corn syrup, cocoa processed with alkali, strawberries, cellulose gel, propylene glycol monoesters, mono - and diglycerides, guar gum, cellulose gum, calcium sulfate, polysorbate 80, carrageenan, natural and artificial flavors, sucralose, citric acid, red 40, vitamin A palmitate, red 3, blue 1, yellow 6, wheat flour, caramel color, dextrose, palm oil, corn flour, baking soda, modified corn starch, salt, soy lecithin.","en:e110,en:e127,en:e129,en:e133,en:e150c,en:e322,en:e322i,en:e330,en:e407,en:e412,en:e433,en:e466,en:e471,en:e500,en:e500ii,en:e516,en:e955"
Diced Chicken Breast,"en:frozen-foods,en:meats-and-their-products,en:meats,en:poultries,en:frozen-poultry",United States,"Chicken breast meat with rib meat, water, soy protein concentrate, salt, sugar, garlic powder, onion powder, sodium phosphates, yeast extract, corn starch, spice, natural flavors, maltodextrin, guar gum, xanthan gum, natural smoke flavors, sunflower oil, smoke flavor.","en:e412,en:e415"
"Spicy Salami, ‘Nduja Sausage & Burrata Pizza","en:meals,en:frozen-foods,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas",United States,"wheat flour, low-moisture part-skim mozzarella cheese (pasteurized milk, salt, starter cultures, microbial rennet), water, spicy salami (pork, pork fat, salt, spices, dextrose, flavors, ascorbic acid, sodium nitrite), spicy 'nduja sausage (pork, pork fat, spices, salt, spice extracts, flavors, leek powder, acerola powder, rosemary extract), stracciatella di burrata cheese (pasteurized milk, pasteurized cream, microbial rennet, salt, citric acid), pasteurized cream, sunflower oil, smoked provolone cheese (pasteurized milk, salt, starter cultures, microbial rennet), salt, olive oil, corn starch, dried red pepper flakes, yeast","en:e250,en:e330,en:e392"
Vanilla Bean Almondmilk Non-Dairy Frozen Dessert,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams",United States,"cane sugar, coconut milk, water, coconut oil, vanilla extract, sea salt, guar gum",en:e412
Orange sherbet,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Water, sugar, corn syrup, milk, skim milk, orange base (water, orange pulp, concentrated orange juice, high fructose corn syrup, natural flavors, citric acid, yellow 6, sodium benzoate, potassium sorbate), citric acid, stabilizer (guar gum, mono - and diglycerides, locust bean gum, pectin).","en:e110,en:e202,en:e211,en:e330,en:e410,en:e412,en:e440,en:e471"
Chicken & Maple Breakfast Sausage Patties,"en:frozen-foods,en:meats-and-their-products,en:meats,en:frozen-meats",United States,"CHICKEN MEAT, WATER, SUGAR, MAPLE SUGAR, SALT, NATURAL FLAVORS, SPICES, VEGETABLE OIL (CANOLA OR SOYBEAN OIL), CORN STARCH, DEXTROSE, GARLIC POWDER, ONION POWDER, MALTODEXTRIN, GUM ACACIA, MAPLE SYRUP, YEAST EXTRACT.",en:e414
"Protein French toast, sticks","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:frozen-foods,en:cereals-and-their-products,en:breads,en:frozen-breads",United States,"Whole wheat bread (whole wheat flour, water, enriched unbleached wheat flour [unbleached wheat flour, malted barley flour, reduced iron, niacin, thiamin mononitrate, riboflavin, folic acid], sugar, wheat gluten, yeast, soybean oil, salt, cultured wheat flour, soy lecithin, grain vinegar), water, batter (whole wheat flour, sugar, whey protein isolate, egg, skim milk, arrowroot flour, cinnamon, nutmeg, salt, baking soda, soybean oil), cinnamon sprinkle (sugar, cinnamon).","en:e322,en:e322i,en:e500,en:e500ii"
Sliced banana and strawberry,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetable-based-foods-and-beverages,en:frozen-foods,en:vegetables-based-foods,en:vegetables,en:frozen-plant-based-foods,en:frozen-vegetables,en:frozen-plant-based-foods-mixes,en:mixed-vegetables,en:frozen-mixed-vegetables,en:frozen-mixed-vegetables-for-soups",United States,"Bananas, strawberries, ascorbic acid, citric acid.",en:e330
Sliced Banana & Blueberry,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:frozen-fruits",United States,"BANANAS, BLUEBERRIES, ASCORBIC ACID, CITRIC ACID",en:e330
Frozen Sliced Strawberries and Bananas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:berries,en:frozen-fruits,en:strawberries,en:frozen-berries,en:frozen-strawberries",United States,"Organic sliced strawberries, organic banana slices, ascorbic acid, citric acid.",en:e330
"Stuffed Croissant: Egg, Cheese, Spinach & Onion","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:frozen-foods,en:cereals-and-their-products,en:pie-dough,en:shortcrust-pastry,en:shortcrust-pastry-with-pure-butter,en:frozen-shortcrust-pastry-with-pure-butter",United States,"CROISSANT: enriched flour (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, butter (cream, natural flavors), sugar, skim milk, yeast, sea salt, ascorbic acid; FILLING: scrambled eggs (whole eggs, skim milk, soybean oil, corn starch, salt, xanthan gum, citric acid), cream cheese (pasteurized milk and cream, salt), stabilizers (guar, locust bean, xanthan gums), cheese culture, potassium sorbate, feta cheese (pasteurized milk, salt, cheese culture, enzymes, potato starch), spinach, onion, water; TOPPING: enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), egg, water. Contains: egg, milk, wheat.","en:e202,en:e330,en:e415"
Seasoned Garlic Pepper Fries French Fried Potatoes,"en:frozen-foods,en:frozen-fried-potatoes,en:frozen-french-fries-to-deep-fry",United States,"Potatoes, vegetable oil (canola, palm, soybean, sunflower), modified corn starch, rice flour, sea salt, dextrin, black pepper, garlic powder, natural flavors, sugar, leavening (disodium dihydrogen pyrophosphate, sodium bicarbonate), onion powder, modified tapioca starch, dextrose, xanthan gum, annatto (color).","en:e1400,en:e160b,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
KroFro Dark Chocolate Covered Raspberries,"en:desserts,en:frozen-foods,en:frozen-desserts,en:frozen-yogurts",United States,"Raspberries, dark chocolate (unsweetened chocolate, sugar, cocoa butter, milk fat, soy lecithin, natural vanilla extract, salt), cocoa butter.","en:e322,en:e322i"
Boneless chicken wyngz,"en:meats-and-their-products,en:frozen-foods,en:meat-preparations,en:meats,en:chicken-and-its-products,en:poultries,en:chicken-preparations,en:breaded-products,en:chickens,en:cooked-poultries,en:cooked-chicken,en:poultry-nuggets,en:breaded-chicken,en:chicken-nuggets",United States,"chicken breast with rib meat, **contains up to 20% of a solution of: water, modified food starch, seasoning (salt, dextrose, natural flavors, modified food starch, polysorbate 80, extractives of paprika, maltodextrin), sodium phosphates, carrageenan, predusted and breaded with: bleached wheat flour, salt, spices, spice extractive, battered with: water, bleached wheat flour, modified corn starch, yellow corn flour, salt, spices, oleoresins paprika, annatto and turmeric, spice extractives,","en:e160c,en:e407,en:e433"
Shrimp bao,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Filling: shrimp (shrimp, sodium bicarbonate, citric acid, sodium citrate, salt), yam bean, onion, shortening mix (shortening, palm oil, shallot, spring onion, ginger, onion), tapioca starch, sesame oil, modified tapioca starch, spring onion, sugar, salt, fish soup powder (salt, sugar, fish powder [dextrin, bonito extract, dried bonito extract], onion powder, garlic powder, black pepper powder, yeast extract), white pepper. bun: wheat flour, instant yeast, shortening, baking powder (sodium bicarbonate, disodium pyrophosphate, monocalcium phosphate, tapioca starch), water, sugar.","en:e1400,en:e330,en:e331,en:e341,en:e341i,en:e450,en:e450i,en:e500,en:e500ii"
