product_name,categories_tags,countries_en,ingredients_text,additives_tags
"Neapolitan light ice cream, vanilla, chocolate & strawberry","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milkfat and nonfat milk, sugar, high fructose corn syrup, buttermilk, corn syrup, whey, strawberries, contains 1% or less of: cocoa processed with alkali, natural and artificial flavors, propylene glycol monoester, mono - and diglycerides, guar gum, cellulose gum, polysorbate 80, carrageenan, annatto (color), red 3, red 40, blue 1, vitamin a palmitate, caramel color.","en:e127,en:e129,en:e133,en:e150c,en:e160b,en:e407,en:e412,en:e433,en:e466,en:e471"
Dry rub hatch chili chicken wings,en:frozen-foods,United States,"Chicken wing sections, water, modified food starch, rice flour. contains 2% or less of: maltodextrin, salt, yeast extract, sugar, sodium phosphates, wheat gluten, onion powder, garlic powder, spices (including celery seed), soybean oil. blanched in vegetable oil. seasoning packet: sugar, spices, onion powder, yeast extract, garlic powder, flavors, contains 2% or less of: citric acid, paprika extract (color), autolyzed yeast, safflower and/or sunflower oil.","en:e160c,en:e330"
Glazed breaded fully cooked chicken wings,en:frozen-foods,United States,"Chicken wing sections, water, modified food starch, contains 2% or less of: rice flour, wheat flour, salt, sodium phosphates, modified wheat starch, carrageenan, sodium bicarbonate. glazed with: water, sugar, tomato paste, honey, distilled vinegar, honey powder (natural maltodextrin, natural honey), molasses, prepared mustard (mustard seed, turmeric , paprika, natural flavor), salt, modified corn starch, refined soybean oil, natural smoke flavor, lemon juice powder (corn syrup solids, lemon juice, lemon oil), spices, caramel color, onion powder, sodium benzoate, potassium sorbate, xanthan gum, garlic powder.","en:e150c,en:e202,en:e211,en:e407,en:e415"
Southwest burrito,en:frozen-foods,United States,"Organic whole wheat flour tortilla (organic whole wheat flour, water, organic soybean oil, sea salt, leavening [monocalcium phosphate, sodium bicarbonate, cornstarch], organic soy lecithin), organic poblano peppers, organic brown rice, organic pinto beans, organic monterey jack cheese (pasteurized organic milk, cheese cultures, salt, enzymes), organic reduced fat white mild cheddar cheese (pasteurized organic part skim milk, cheese cultures, sea salt, vegetable enzymes), organic tomato puree (organic tomatoes, sea salt, citric acid), organic diced tomatoes (organic tomatoes, calcium chloride, citric acid), organic onions, organic anahem peppers, organic parmesan cheese (pasteurized organic milk, cheese cultures, sea salt, enzymes), organic green onions, organic green jalapeno pepper, water, organic cornstarch, organic cilantro, salt, organic garlic powder, organic canola oil, organic cumin, organic black pepper, organic cayenne pepper.","en:e322,en:e322i,en:e330,en:e341,en:e341i,en:e500,en:e500ii"
"Hemisfares, Gelato, Italian Hazelnut","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Pasteurized whole milk, cream, sugar, hazelnut paste, glucose syrup, locust bean gum, guar bean gum, acacia fiber, garnish (hazelnuts, sugar).",en:e410
Ice cream bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream: milk fat and nonfat milk, buttermilk, sugar, whey, corn syrup, natural flavor, mono & diglycerides, guar gum, cellulose gum, carrageenan, molasses, polysorbate 80. strawberry flavored center: water, sugar, whey, high fructose corn syrup, corn syrup, ceram, artificial flavor, guar gum, hydroxypropyl methylcellulose, carobg bean gum, polysorbate 80, propylene glycol, citric acid, malic acid, red 40. coating crunch: crunch (bleached wheat flour, sugar, palm oil, contains 2% or less of salt, baking soda, artificial flavor, soy lecithin, red 3), soybean oil.","en:e127,en:e129,en:e1520,en:e296,en:e322,en:e322i,en:e330,en:e407,en:e412,en:e433,en:e464,en:e466,en:e471,en:e500,en:e500ii"
Raspberry panna cotta ice cream bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Ice cream (skim milk, butter, sugar, corn syrup, panna cotta paste [corn syrup, condensed milk (milk, sugar), sugar, natural flavor, corn starch], mono - and diglycerides, locust bean gum, guar gum), raspberry sauce (raspberry puree, invert sugar, sugar, modified corn starch, guar gum, citric acid, sodium citrate, natural and artificial flavor, beta-carotene [for color]), white chocolate coating (cocoa butter, sugar, whole milk powder, whey powder, anhydrous milk fat, lactose, soy lecithin, natural vanilla flavor), raspberry pieces.","en:e160a,en:e160ai,en:e322,en:e322i,en:e330,en:e331,en:e410,en:e412,en:e471"
Chicken stir fry,en:frozen-foods,United States,"Broccoli, water, fully cooked grilled skinless boneless sliced chicken breast meat strips with rib meat (skinless boneless chicken breast meat with rib meat, water, rice starch, sea salt, garlic, onion, pepper, celery), peas, carrots, red bell peppers, onions, soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), water chestnuts, less than 2% of: sesame oil, rice wine (distilled rice, salt, water), ginger puree (ginger, water), balsamic vinegar reduction, stabilizer (corn starch, gum arabic, xanthan gum, guar gum), garlic puree (garlic, water, citric acid), garlic (with water and citric acid), rendered chicken fat, brown sugar, salt, xanthan gum, spice.","en:e270,en:e330,en:e412,en:e414,en:e415"
Tater rounds,"en:frozen-foods,en:frozen-fried-potatoes",United States,"calories 170 % daily value* total fat 9g saturated fat 2.5g 12% 13% trans fat 0g polyunsaiurated fat 3g monounsaiurated fat 4g 0% cholusterolumg 18% sodium 42&mg 7% total carbohydrate 20g dietary fiber 2g 7% total sugars less than 1g includes og added sugars protein 2g 0% calcium 10mg 0% potassium 350mg 8% vit. d omcg 0% iron 0.7mg 4% * the % daily value tells you how much a nutrient in a serving of food contributes to a daily diet. 2,000 calories a day is used for general nutrition advice. inc redients: potatoes, vegetable oil (contains one or more of the following: canola oil, palm oil, soybean oil. sunflower oil), dehydrated potato, salt, sodium acid pyrophosphate (to promote color retention), dextrose.","en:e450,en:e450i"
Flourless chocolate cake,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Sugar, semi sweet chocolate (sugar, unsweetened chocolate, cocoa butter, soy lecithin, natural vanilla extract), whipping cream (cream, milk), butter (cream, salt), water, quinoa flour, buttermilk (partly skimmed milk, salt, bacterial culture), eggs, high fat cocoa processed with alkali, tapioca starch, natural flavor, baking soda, baking powder (sodium acid pyrophosphate, sodium bicarbonate, cassava flour, monocalcium phosphate), salt, guar gum, xanthan gum, wheat gluten.","en:e322,en:e322i,en:e341,en:e341i,en:e412,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
Triple Berry Blossoms,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), apples, vegetable oil shortening (palm and modified palm oils), sugar, water, blueberries, blackberries, corn starch, raspberries, glaze (sugar, agar agar), eggs, salt, dextrose, liquid invert sugar, concentrated lemon juice, white vinegar, tapioca starch, yeast, enzymes, cinnamon, caramel color, natural flavor (milk), locust bean gum, calcium citrate.","en:e150c,en:e406,en:e410"
Vanilla skyr cheesecake,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Skyr yogurt (pasteurized skim milk, bacterial culture), cream cheese (milkfat, nonfat milk, bacterial culture, salt, guar gum, locust bean gum), graham crumb (enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin folic acid], graham flour, sugar, sunflower oil, molasses), sugar, eggs, whipping cream (cream, milk), butter (cream, salt), enriched flour ( wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), natural flavor, modified tapioca starch.","en:e410,en:e412"
Fully cooked boneless wyngz,en:frozen-foods,United States,"Chicken breast meat with rib meat, water, enriched bleached wheat flour (wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), modified food starch, rice flour, contains 2% or less of salt, modified potato starch, tapioca starch, sugar, tapioca dextrin, dextrose, granulated garlic, yellow corn flour, leavening (sodium acid pyrophosphate, sodium bicarbonate), smoke flavor (maltodextrin, smoke flavor, silicon dioxide), sodium phosphates, quinoa, corn starch, yeast, xanthan gum, granulated onion, wheat flour, wheat gluten, egg whites. sauced with: water, sugar, tomato paste, honey, distilled vinegar, honey powder (maltodextrin, honey), molasses, prepared mustard (mustard seed, turmeric, paprika, natural flavor), salt, modified corn starch, refined soybean oil, natural smoke flavor, lemon juice powder (corn syrup solids, lemon juice, lemon oil), spices, caramel color, onion powder, sodium benzoate, potassium sorbate, xanthan gum, garlic powder.","en:e1400,en:e150c,en:e202,en:e211,en:e339,en:e415,en:e450,en:e450i,en:e500,en:e500ii"
Fruit bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Strawberry pops - water, strawberries, sorbitol, glycerine, white grape juice concentrate, strawberry juice concentrate, natural flavor, polydextrose, maltodextrin, citric acid, locust bean gum, ascorbic acid, sucralose, guar gum, red 40, beet juice concentrate and turmeric (for color). raspberry pops - water, raspberries, sorbitol, glycerine, white grape juice concentrate, natural flavor, polydextrose, maltodextrin, citric acid, locust bean gum, red 40, blue 1. orange pops - water, orange pulp, orange juice concentrate, sorbitol, glycerine, natural flavor, polydextrose, maltodextrin, citric acid, malic acid, locust bean gum, ascorbic acid, sucralose, guar gum, red 40, yellow 6.","en:e110,en:e1200,en:e129,en:e133,en:e296,en:e330,en:e410,en:e412,en:e420,en:e422,en:e955"
Chicken tikka masala,en:frozen-foods,United States,"Tikka masala sauce (milk, cream, tomato paste, sour cream [cultured milk, cream, nonfat milk powder, gelatin], hot sauce [chili, sugar, salt, garlic, distilled vinegar], curry seasoning [spices including turmeric and dried garlic], cane sugar, salt, xanthan gum), pulled cooked chicken (chicken white meat, water, rice starch, salt), cooked basmati rice (water, basmati rice), water, heavy cream, onions, cauliflower, tomatoes, green peas, cilantro.","en:e415,en:e428"
Pork ramen,en:frozen-foods,United States,"Ramen broth (water, pork broth, miso paste [water, soybeans, rice, salt, koji starter], rice wine vinegar, cane sugar, soy sauce [water, soybeans, wheat, salt], powdered cooked chicken, yeast extract, pork fat, gelatin, salt, rice wine, bonito soup stock [salt, sugar, dried tuna powder, fish extract, natural flavors], garlic and onion powder), pork tenderloins (pork, pork broth, less than 2%: lemon juice concentrate, yeast extract, natural flavors, salt, sugar), noodles (enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, soybean oil, wheat gluten, potato starch, salt, propylene glycol, potassium carbonate, sodium carbonate), spinach, shiitake mushrooms, green onions, carrots, ginger, rice vinegar.","en:e1520,en:e428"
Red miso braised beef,en:frozen-foods,United States,"Red miso gravy (rice wine [water, rice, salt], water, red wine, sugar, miso [organic whole soybeans, rice, sea salt, koji starter {aspergillus oryzae}], shallot, butter [cream], beef stock [beef stock, natural flavor, salt, yeast extract, sugar, beef fat], enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], corn starch, rice vinegar, garlic, sesame seeds, gelatin, spices [ginger, aniseed, fennel, cinnamon, clove], black pepper), onions, potatoes, roasted peeled sweet potatoes, pulled cooked beef (beef, water, potato starch, salt), mushrooms, spinach.",en:e428
"Kroger, selects, southwest style salsa tortilla wraps",en:frozen-foods,United States,"Filling: cooked eggs (whole eggs, canola oil, cornstarch, salt, black pepper), salsa (diced tomatoes in juice [tomatoes, tomato juice, salt, calcium chloride, citric acid], tomatoes, tomatillos, red onions, green onions, roasted jalapeno peppers [jalapeno peppers, canola oil], garlic, cilantro, salt, flavor enhancer [yeast extract, sunflower oil {anti dusting agent}], black peppers, lactic acid), roasted potatoes (potatoes, canola oil, salt, black pepper), cooked black beans (black beans, water, salt), pepper jack cheese (pasteurized milk, salt, jalapeno peppers, enzymes, cultures), roasted red bell peppers (red bell peppers, canola oil), cream cheese (pasteurized cultured milk and cream, salt, stabilizers [xanthan and/or carob bean and/or guar gums]), sour cream (cultured pasteurized milk, cream, nonfat milk solids, gelatin), roasted jalapeno peppers (jalapeno peppers, canola oil), cornstarch, cilantro, salt, black pepper, cayenne pepper. salsa tortilla: unbleached wheat flour, water, tomato powder, organic soybean oil, sugar, sea salt, yeast.","en:e270,en:e330,en:e412,en:e428"
Gelato,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Skim milk, sugar, cream, cocoa powder, corn syrup, dextrose, milk proteins, lactose, chocolate liquor, cocoa butter, mono - and diglycerides, soy lecithin, sodium alginate, carob bean gum, guar gum, natural flavors. decoration on the top: triple chocolate curls (sugar, chocolate liquor, cocoa butter, whole milk, soy lecithin, natural vanilla flavor).","en:e322,en:e322i,en:e401,en:e410,en:e412,en:e471"
Fish patties,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Minced alaska pollock, wheat flour, water, vegetable oil (canola, cottonseed, and/or soybean), modified corn starch, contains 2% or less of: enriched wheat flour (flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), leavening (sodium aluminum phosphate, sodium bicarbonate), sugar, yeast, salt, dextrose.","en:e500,en:e500ii,en:e541"
Meat lasagna,en:frozen-foods,United States,"Tomato sauce (water, tomatoes), cooked pasta (semolina flour [durum semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid], water), ground beef, low moisture part skim mozzarella cheese (pasteurized part skim milk, cheese cultures, salt, enzymes, powdered cellulose to prevent caking, natamycin to protect flavor), diced tomatoes (diced tomatoes, tomato juice, citric acid, calcium chloride), dry curd cottage cheese (cultured pasteurized grade a nonfat milk), bread crumbs (bleached wheat flour, yeast, sugar, salt), salt, sugar, soybean oil, dehydrated onion, spices, granulated garlic, gums (guar, xanthan).",en:e330
Chicken tikka masala crowns,en:frozen-foods,United States,"Puff pastry: enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, ascorbic acid), water, butter (pasteurized cream), salt. filling: cream cheese (pasteurized cultured milk and cream, salt, stabilizers [xanthan and/or carob bean and/or guar gums]), tikka masala sauce (water, tomatoes [tomatoes, tomato juice, citric acid, calcium chloride], cream [milk], onion, water, yogurt [cultured pasteurized milk, cream {milk}, pectin, carrageenan], cornstarch, sugar, butter [pasteurized cream {milk}], spices, ginger, non fat dried milk, sea salt, expeller pressed canola oil, serrano chili pepper, garlic [water, garlic], extractives of paprika, cilantro, lemon juice concentrate, distilled vinegar, soy lecithin, turmeric), green peas, yellow onion, white chicken (boneless skinless chicken breast with rib meat, water, canola oil, modified potato starch, salt, sugar, lemon juice concentrate, granulated garlic, black pepper), canola oil.","en:e322,en:e322i,en:e330,en:e407,en:e412,en:e440,en:e509"
Greek frozen yogurt bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, skim milk, sugar, cream, greek frozen yogurt base (whey protein concentrate, cultured dairy solids [whey protein concentrate, whey powder, nonfat dry milk, natural flavor], milk protein concentrate, natural flavors), raspberry ribbon (corn syrup, red raspberry puree, water, sugar, corn starch, citric acid, carob bean gum, fruit and vegetable juice for color, natural flavor), corn syrup, cheesecake flavor base (corn syrup, water, cheese blend [nonfat milk, cellulose gum, lactic acid, cultures], buttermilk, natural flavor, lactic acid), contains 2% or less of: vanilla extract, egg yolks, carob bean gum, guar gum, carrageenan, polysorbate 80.","en:e270,en:e330,en:e407,en:e410,en:e412,en:e433,en:e466"
Greek frozen yogurt bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, skim milk, sugar, cream, greek frozen yogurt base (whey protein concentrate, cultured dairy solids [whey protein concentrate, whey powder, nonfat dry milk, natural flavor], milk protein concentrate, natural flavors), fudge brownie ribbon (powdered sugar [sugar, corn starch], canola oil, corn starch, cocoa processed with alkali, contains 2% or less of the following: salt, soy lecithin, vanilla extract, natural flavor), corn syrup, cocoa processed with alkali, egg yolks, carob bean gum, guar gum, carrageenan, polysorbate 80.","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433"
Greek half dipped frozen yogurt bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Greek frozen yogurt (milk, skim milk, sugar, cream, greek frozen yogurt base [whey protein concentrate, cultured dairy solids {whey protein concentrate, whey powder, nonfat dry milk, natural flavor}, milk protein concentrate, natural flavors], corn syrup, contains 2% or less of: vanilla extract, egg yolks, carob bean gum, guar gum, carrageenan, polysorbate 80), chocolate flavored coating (sugar, coconut oil, cocoa processed with alkali, cocoa powder, whey powder, soy lecithin, natural flavor).","en:e322,en:e322i,en:e407,en:e410,en:e412,en:e433"
Butter chicken spring rolls,en:frozen-foods,United States,"Dough: water, enriched flour (wheat flour, amylase, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), canola oil, liquid whole egg, corn starch, dextrose, soy lecithin, salt. filling: cooked chicken meat, light whipping cream (cream, carrageenan), canola oil, onion, carrots, water chestnuts, water, tomatoes (tomatoes, citric acid), garlic, tomato paste, rice starch, modified corn starch, honey, natural flavor (spice, yeast extract, salt, canola oil, sugar, turmeric, natural flavoring), spice & color (turmeric), seasoning (spices, salt, sugar, garlic powder, onion powder, paprika), ginger puree (ginger, water), butter (cream, salt), salt, concentrated lemon juice.","en:e1100,en:e322,en:e322i,en:e330,en:e407"
"Chicken Gyro Triangles, Chicken Gyro",en:frozen-foods,United States,"Filling: Cooked White Chicken Meat, Vegetables (Tomato, Red Bell Pepper, Onion, Spinach, Garlic), Canola Oil, Feta Cheese (Milk, Milk Protein Concentrate, Salt, Calcium Chloride, Enzyme, Lactic Acid, Bacterial Culture, Cellulose), Water, Liquid Whole Eggs, Kalamata Olives (Olives, Water, Salt, Vinegar, Lactic Acid, Potassium Sorbate [Preservative]), Modified Corn Starch, Vinegar, Chicken Type Flavor (Yeast Extract, Canola Oil, Salt), Spices, Modified Cellulose, Onion Powder, Lemon Juice Concentrate, Salt, Dried Egg Yolk. Phyllo Pastry: Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Canola Oil, Butter, Modified Corn Starch, Parmesan Cheese (Milk, Bacterial Culture, Salt, Lipase, Calcium Chloride, Enzyme, Cellulose), Breadcrumb (Enriched Bleached Flour [Wheat Flour, Niacin, Ferrous Sulphate, Thiamine Mononitrate, Riboflavin, Folic Acid], Sugar, Yeast, Salt), Dextrose, Salt, Vital Wheat Gluten, Yeast, Spices.","en:e1104,en:e202,en:e270,en:e460"
Vegetable samosas,en:frozen-foods,United States,"Filling: onion, potato, water, carrot, green pea, canola oil, spice, coloring, modified corn starch, garlic, cilantro, salt, ginger puree (ginger, water), flavor (spice, turmeric, canola oil), modified cellulose. pastry: enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, canola oil, modified corn starch, butter (milk), dextrose, salt, vital wheat gluten, yeast, flavor.",en:e460
"Kroger, boneless & skinless wild-caught pacific cod","en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Pacific cod, water, sodium tripolyphosphate (to retain moisture).","en:e452,en:e452vi"
Hawaiian style chicken,en:frozen-foods,United States,"Grilled chicken thigh meat (containing up to 17% solution of water, seasoning [sugar, brown sugar, salt, soy sauce {wheat, soybeans, salt}, maltodextrin, corn starch, spices, onion powder, garlic powder], rice starch, dried vinegar), teriyaki sauce (water, sugar, soy sauce [water, wheat, soybeans, salt], corn starch, vinegar, cooking wine [sherry], ginger, garlic), pineapple (pineapple, water, sugar, citric acid).",en:e330
Wild caught boneless & skinless flounder fillets,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Flounder, sodium tripolyphosphate (to retain moisture).","en:e452,en:e452vi"
Breaded calamari rings,en:frozen-foods,United States,"Calamari, bleached wheat flour, vegetable oil (contains one or more of the following: soybean, corn and/or cottonseed oil), water, enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), modified corn starch, contains 2% or less of: yellow corn flour, salt, sugar, dried cheese powder ({pasteurized milk, cheese cultures, salt, enzymes}, cultured nonfat milk, partially hydrogenated soybean oil, whey, sodium citrate, salt), dextrose, sodium tripolyphosphate (to retain moisture), maltodextrin, egg whites, leavening (sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate, sodium aluminum phosphate), corn starch, soybean oil, partially hydrogenated soybean oil, yeast, spices, whey, nonfat dry milk, disodium inosinate & disodium guanylate, sodium hexametaphosphate, extractives of paprika.","en:e341,en:e341i,en:e450,en:e450i,en:e452,en:e452i,en:e452vi,en:e500,en:e500ii,en:e541,en:e627,en:e631"
Savory garlic shrimp scampi,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Shrimp, butter, water, soybean oil, contains 2% or less of: autolyzed yeast extract, citric acid, corn syrup solids, dehydrated garlic and onion, dehydrated lemon peels, dehydrated parsley, dextrose, dried red bell peppers, garlic powder, lactic acid, lemon juice solids, maltodextrin, natural flavor, natural smoke flavors, onion powder, red bell pepper powder, romano cheese (pasteurized milk, cheese culture, salt, enzyme), salt, sodium bisulfite (as a preservative), sodium tripolyphosphate (to retain moisture), spice, sugar, yeast extract.","en:e222,en:e270,en:e330,en:e452,en:e452vi"
Cooked shrimp,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Shrimp, salt, sodium tripolyphosphate (to retain moisture).","en:e452,en:e452vi"
"Delicious light smoked flavor salmon burgers, light smoked","en:meats-and-their-products,en:frozen-foods,en:meats,en:frozen-meats",United States,"Pink salmon water, canola oil, soybean oil, onion, contains less than 2% of the following: autolyzed yeast extract, dried garlic, dried onion, garlic powder, garlic, lemon juice concentrate, methylcellulose, natural flavorings (including smoke flavors), onion powder, paprika, red beet juice concentrate (color), salt, spices, yeast extract.",en:e461
Raw shrimp,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Shrimp, sodium tripolyphosphate (to retain moisture), sodium bisulfite (preservative).","en:e222,en:e452,en:e452vi"
Wild caught peeled & deveined medium raw shrimp,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"shrimp, sodium tripolyphosphate","en:e452,en:e452vi"
Boned catfish nuggets,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Catfish, water, sodium tripolyphosphate (to retain moisture), sodium hexametaphosphate.","en:e452,en:e452i,en:e452vi"
Leg style crab select,"en:seafood,en:frozen-foods,en:frozen-seafood",United States,"Alaska pollock, water, corn starch, sugar, sorbitol, contains 2% or less of: natural and artificial flavor (extracts of blue crab, snow crab, lobster and alaska pollock), refined fish oil* (anchovy, sardine), rice wine (water, rice, koji), egg whites, modified tapioca starch, sea salt, potassium chloride, disodium inosinate, sodium pyrophosphate, soy lecithin, titanium dioxide (for color), carmine (for color), canthaxanthin (for color).","en:e120,en:e161g,en:e171,en:e322,en:e322i,en:e420,en:e450,en:e631"
Pork sausage patties,"en:meats-and-their-products,en:frozen-foods,en:meats,en:frozen-meats",United States,"Pork, water, salt, spices, corn syrup, dextrose, bha, propyl gallate, and citric acid.","en:e310,en:e320,en:e330"
"Alaska Pollock, Oven Ready (Breaded) Fish Nuggets","en:seafood,en:fishes-and-their-products,en:fishes,en:frozen-foods,en:fish-and-meat-and-eggs,en:fish-preparations,en:frozen-seafood,en:breaded-products,en:frozen-fishes,en:breaded-fish,en:fish-breaded-frozen",United States,"Whole Wheat Flour, Water, Cracke Meat (Whole Wheat Flour, Leavening (Sodium Acid Pyrophosphate, Sodium Bi Carbonate), Extratives of Paprika, Canola Oil, Enriched Wheat Flour (Enriched with Niacin,Reduced Iron, Thiamine mononitrate, Roboflavin, Folic Acid), contains less than 2% of modified corn starch, whole grain yellow corn flour, salt, leavening (sodium acid pyrophosphate,  sodium bicarbonate,)Spices,Wheat Gluten, Yeast Extract, Garlic Powder, Onion Powder, Soybean oil (as processing aid), dextrose and spice extractive.","en:e450,en:e450i,en:e500,en:e500ii,en:e502"
Authentic italian gelato chips,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic dextrose, thickeners: pectin, organic carob seed flour; organic vanilla extract, organic milk chocolate coating: organic sugar, organic whole milk powder, organic cocoa butter, organic cocoa mass, organic vanilla extract.",en:e440
Authentic italian gelato pops vanilla with dark chocolate,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic dextrose, thickeners: pectin, organic carob seed flour; organic vanilla extract, organic dark chocolate coating: organic cocoa mass, organic sugar, organic cocoa butter.",en:e440
Authentic italian gelato pops bars,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic dextrose, thickeners: pectin, organic carob seed flour; organic vanilla extract, organic milk chocolate coating: organic milk chocolate (organic sugar, organic whole milk powder, organic cocoa butter, organic cocoa mass, organic vanilla extract), organic almonds.",en:e440
Organic authentic italian gelato pops,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic cocoa powder, organic dextrose, thickeners: pectin, organic carob seed flour, organic milk chocolate coating: organic sugar, organic whole milk powder, organic cocoa butter, organic cocoa mass, organic vanilla extract.",en:e440
Belgian dark chocolate,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic caramel (organic wheat glucose, organic caramelized cane sugar), organic dextrose, salt, thickeners: pectin, organic carob seed flour; organic vanilla extract, organic dark chocolate coating: organic cocoa mass, organic sugar, organic cocoa butter.",en:e440
Authentic italian gelato pops,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic gelato: pasteurized organic milk, organic cane sugar, organic coconut oil, organic caramel (organic wheat glucose, organic caramelized cane sugar), organic dextrose, salt, thickeners: pectin, organic carob seed flour; organic vanilla extract. organic milk chocolate coating: organic sugar, organic whole milk powder, organic cocoa butter, organic cocoa mass, organic vanilla extract.",en:e440
Organic authentic italian gelato,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Organic pasteurized milk, organic sugar, organic coconut oil, organic caramel (organic cane sugar, organic glucose syrup, water, thickener [agar-agar], natural flavors), sea salt, stabilizers: organic guar gum, organic carob seed flour, organic corn syrup, organic vanilla extract.","en:e406,en:e412"
"Roundy's, select, gelato, white chocolate raspberry","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, pure cane sugar, fresh cream, coconut oil, glucose, dextrose, vegetable oil, cocoa butter, soy lecithin, artificial and natural flavors, cellulose gum, tara gum, maltodextrin, raspberry swirl: pure cane sugar, filtered water, glucose, raspberries, dextrose, sugar, pectin, citric acid, cellulose gum, maltodextrin, natural flavors.","en:e322,en:e322i,en:e330,en:e417,en:e440,en:e466"
"Roundy's, select, gelato, coconut pineapple swirl","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, pure cane sugar, fresh cream, coconut oil, dextrose, toasted coconut, glucose, natural flavors, cellulose gum, taragum, maltodextrin., pineapple swirl: pure cane sugar, filtered water, pineapple, glucose, dextrose, pectin, citric acid, natural flavors, cellulose gum, maltodextrin.","en:e330,en:e440,en:e466"
"Roundy's, select, gelato, raspberry with berry ripple","en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Milk, raspberries, pure cane sugar, coconut oil, glucose dextrose fd&c (red #40) citric acid, natural flavors cellulose gum, tara gum maltodextrin. mixed berry swirl. pure cane sugar, filtered water, strawberries, raspberries, dextrose, pectin citric acid fruit and vegetable juice for color, natural flavors, cellulose gum, maltodextrin.","en:e330,en:e466"
Gelato,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Whole milk, sugar, sicilian pistachio paste, skim milk, corn syrup, butter, toasted pistachios grains, mono and diglycerides, sodium alginate, locust bean gum, salt.","en:e401,en:e410,en:e471"
Gelato,"en:desserts,en:frozen-foods,en:frozen-desserts",United States,"Whole milk, sugar, pgi piedmont hazelnut paste, corn syrup, skim milk, pgi piedmont hazelnut whole roasted hazelnuts, butter, mono and diglycerides, sodium alginate, locust bean gum, artificial flavor.","en:e401,en:e410,en:e471"
